province,city,accumulated_confirmed,accumulated_suspected,accumulated_death,accumulated_recovered,time
浙江,绍兴,33,0,0,3,2020/02/06
浙江,嘉兴,8,0,0,0,2020/01/26
浙江,嘉兴,8,0,0,0,2020/01/27
浙江,嘉兴,11,0,0,0,2020/01/28
浙江,嘉兴,14,0,0,0,2020/01/29
浙江,嘉兴,16,0,0,0,2020/01/30
浙江,嘉兴,16,0,0,0,2020/01/31
浙江,嘉兴,18,0,0,0,2020/02/01
浙江,嘉兴,19,0,0,0,2020/02/02
浙江,嘉兴,19,0,0,0,2020/02/03
浙江,嘉兴,23,0,0,0,2020/02/04
浙江,嘉兴,27,0,0,0,2020/02/05
浙江,嘉兴,30,0,0,0,2020/02/06
浙江,丽水,3,0,0,0,2020/01/26
浙江,丽水,3,0,0,0,2020/01/27
浙江,丽水,5,0,0,0,2020/01/28
浙江,丽水,6,0,0,0,2020/01/29
浙江,丽水,6,0,0,1,2020/01/30
浙江,丽水,7,0,0,1,2020/01/31
浙江,丽水,8,0,0,1,2020/02/01
浙江,丽水,14,0,0,1,2020/02/02
浙江,丽水,16,0,0,1,2020/02/03
浙江,丽水,16,0,0,1,2020/02/04
浙江,丽水,16,0,0,1,2020/02/05
浙江,丽水,16,0,0,1,2020/02/06
浙江,衢州,3,0,0,0,2020/01/26
浙江,衢州,5,0,0,0,2020/01/27
浙江,衢州,5,0,0,0,2020/01/28
浙江,衢州,8,0,0,0,2020/01/29
浙江,衢州,10,0,0,0,2020/01/30
浙江,衢州,12,0,0,0,2020/01/31
浙江,衢州,13,0,0,0,2020/02/01
浙江,衢州,13,0,0,0,2020/02/02
浙江,衢州,14,0,0,0,2020/02/03
浙江,衢州,15,0,0,0,2020/02/04
浙江,衢州,15,0,0,2,2020/02/05
浙江,衢州,15,0,0,2,2020/02/06
浙江,湖州,1,0,0,0,2020/01/26
浙江,湖州,3,0,0,0,2020/01/27
浙江,湖州,3,0,0,0,2020/01/28
浙江,湖州,5,0,0,0,2020/01/29
浙江,湖州,5,0,0,0,2020/01/30
浙江,湖州,6,0,0,0,2020/01/31
浙江,湖州,6,0,0,0,2020/02/01
浙江,湖州,6,0,0,0,2020/02/02
浙江,湖州,9,0,0,1,2020/02/03
浙江,湖州,9,0,0,1,2020/02/04
浙江,湖州,9,0,0,1,2020/02/05
浙江,湖州,9,0,0,1,2020/02/06
浙江,舟山,2,0,0,0,2020/01/26
浙江,舟山,4,0,0,0,2020/01/27
浙江,舟山,4,0,0,0,2020/01/28
浙江,舟山,6,0,0,0,2020/01/29
浙江,舟山,6,0,0,0,2020/01/30
浙江,舟山,7,0,0,1,2020/01/31
浙江,舟山,7,0,0,1,2020/02/01
浙江,舟山,7,0,0,1,2020/02/02
浙江,舟山,7,0,0,2,2020/02/03
浙江,舟山,7,0,0,2,2020/02/04
浙江,舟山,7,0,0,3,2020/02/05
浙江,舟山,7,0,0,3,2020/02/06
广东,全省,14,7,0,0,2020/01/20
广东,全省,26,1,0,0,2020/01/21
广东,全省,32,7,0,0,2020/01/22
广东,全省,53,17,0,0,2020/01/23
广东,全省,78,18,0,2,2020/01/24
广东,全省,98,40,0,2,2020/01/25
广东,全省,146,54,0,2,2020/01/26
广东,全省,188,73,0,3,2020/01/27
广东,全省,241,122,0,4,2020/01/28
广东,全省,311,137,0,5,2020/01/29
广东,全省,393,151,0,10,2020/01/30
广东,全省,520,126,0,11,2020/01/31
广东,全省,604,157,0,14,2020/02/01
广东,全省,683,205,0,15,2020/02/02
广东,全省,797,180,0,21,2020/02/03
广东,全省,870,136,0,30,2020/02/04
广东,全省,944,148,0,49,2020/02/05
广东,深圳,31,0,0,2,2020/01/26
广东,深圳,36,0,0,3,2020/01/27
广东,深圳,57,0,0,4,2020/01/28
广东,深圳,80,0,0,4,2020/01/29
广东,深圳,98,0,0,4,2020/01/30
广东,深圳,134,0,0,4,2020/01/31
广东,深圳,170,0,0,5,2020/02/01
广东,深圳,207,0,0,5,2020/02/02
广东,深圳,245,0,0,10,2020/02/03
广东,深圳,271,0,0,13,2020/02/04
广东,深圳,291,0,0,16,2020/02/05
广东,深圳,314,0,0,16,2020/02/06
广东,广州,17,0,0,0,2020/01/26
广东,广州,41,0,0,0,2020/01/27
广东,广州,51,0,0,0,2020/01/28
广东,广州,63,0,0,0,2020/01/29
广东,广州,94,0,0,3,2020/01/30
广东,广州,112,0,0,1,2020/01/31
广东,广州,150,0,0,3,2020/02/01
广东,广州,179,0,0,3,2020/02/02
广东,广州,200,0,0,3,2020/02/03
广东,广州,224,0,0,3,2020/02/04
广东,广州,249,0,0,12,2020/02/05
广东,广州,255,0,0,12,2020/02/06
广东,珠海,12,0,0,0,2020/01/26
广东,珠海,12,0,0,0,2020/01/27
广东,珠海,12,0,0,0,2020/01/28
广东,珠海,18,0,0,0,2020/01/29
广东,珠海,26,0,0,1,2020/01/30
广东,珠海,34,0,0,1,2020/01/31
广东,珠海,38,0,0,1,2020/02/01
广东,珠海,47,0,0,1,2020/02/02
广东,珠海,55,0,0,1,2020/02/03
广东,珠海,64,0,0,1,2020/02/04
广东,珠海,72,0,0,4,2020/02/05
广东,珠海,73,0,0,4,2020/02/06
广东,佛山,10,0,0,0,2020/01/26
广东,佛山,14,0,0,0,2020/01/27
广东,佛山,18,0,0,0,2020/01/28
广东,佛山,21,0,0,0,2020/01/29
广东,佛山,25,0,0,0,2020/01/30
广东,佛山,33,0,0,1,2020/01/31
广东,佛山,39,0,0,1,2020/02/01
广东,佛山,43,0,0,1,2020/02/02
广东,佛山,45,0,0,1,2020/02/03
广东,佛山,49,0,0,1,2020/02/04
广东,佛山,50,0,0,1,2020/02/05
广东,佛山,50,0,0,2,2020/02/06
广东,东莞,2,0,0,0,2020/01/26
广东,东莞,2,0,0,0,2020/01/27
广东,东莞,7,0,0,0,2020/01/28
广东,东莞,7,0,0,0,2020/01/29
广东,东莞,11,0,0,0,2020/01/30
广东,东莞,16,0,0,0,2020/01/31
广东,东莞,21,0,0,0,2020/02/01
广东,东莞,27,0,0,0,2020/02/02
广东,东莞,31,0,0,0,2020/02/03
广东,东莞,37,0,0,0,2020/02/04
广东,东莞,44,0,0,1,2020/02/05
广东,东莞,47,0,0,1,2020/02/06
广东,中山,2,0,0,0,2020/01/26
广东,中山,5,0,0,0,2020/01/27
广东,中山,6,0,0,0,2020/01/28
广东,中山,13,0,0,0,2020/01/29
广东,中山,18,0,0,0,2020/01/30
广东,中山,18,0,0,0,2020/01/31
广东,中山,18,0,0,0,2020/02/01
广东,中山,21,0,0,0,2020/02/02
广东,中山,25,0,0,0,2020/02/03
广东,中山,31,0,0,3,2020/02/04
广东,中山,36,0,0,3,2020/02/05
广东,中山,44,0,0,3,2020/02/06
广东,惠州,8,0,0,0,2020/01/26
广东,惠州,8,0,0,0,2020/01/27
广东,惠州,11,0,0,0,2020/01/28
广东,惠州,12,0,0,1,2020/01/29
广东,惠州,17,0,0,1,2020/01/30
广东,惠州,20,0,0,1,2020/01/31
广东,惠州,20,0,0,1,2020/02/01
广东,惠州,23,0,0,1,2020/02/02
广东,惠州,28,0,0,1,2020/02/03
广东,惠州,29,0,0,1,2020/02/04
广东,惠州,34,0,0,1,2020/02/05
广东,惠州,35,0,0,1,2020/02/06
广东,汕头,2,0,0,0,2020/01/26
广东,汕头,2,0,0,0,2020/01/27
广东,汕头,5,0,0,0,2020/01/28
广东,汕头,8,0,0,0,2020/01/29
广东,汕头,12,0,0,0,2020/01/30
广东,汕头,12,0,0,0,2020/01/31
广东,汕头,14,0,0,0,2020/02/01
广东,汕头,15,0,0,0,2020/02/02
广东,汕头,18,0,0,0,2020/02/03
广东,汕头,18,0,0,3,2020/02/04
广东,汕头,20,0,0,3,2020/02/05
广东,汕头,20,0,0,3,2020/02/06
广东,湛江,4,0,0,0,2020/01/26
广东,湛江,5,0,0,0,2020/01/27
广东,湛江,7,0,0,0,2020/01/28
广东,湛江,9,0,0,0,2020/01/29
广东,湛江,11,0,0,0,2020/01/30
广东,湛江,11,0,0,1,2020/01/31
广东,湛江,13,0,0,1,2020/02/01
广东,湛江,14,0,0,1,2020/02/02
广东,湛江,14,0,0,1,2020/02/03
广东,湛江,18,0,0,1,2020/02/04
广东,湛江,18,0,0,4,2020/02/05
广东,湛江,19,0,0,4,2020/02/06
广东,肇庆,4,0,0,0,2020/01/26
广东,肇庆,4,0,0,0,2020/01/27
广东,肇庆,4,0,0,0,2020/01/28
广东,肇庆,5,0,0,0,2020/01/29
广东,肇庆,5,0,0,0,2020/01/30
广东,肇庆,6,0,0,0,2020/01/31
广东,肇庆,6,0,0,1,2020/02/01
广东,肇庆,7,0,0,1,2020/02/02
广东,肇庆,10,0,0,1,2020/02/03
广东,肇庆,10,0,0,1,2020/02/04
广东,肇庆,13,0,0,1,2020/02/05
广东,肇庆,13,0,0,1,2020/02/06
广东,阳江,8,0,0,0,2020/01/26
广东,阳江,8,0,0,0,2020/01/27
广东,阳江,9,0,0,0,2020/01/28
广东,阳江,10,0,0,0,2020/01/29
广东,阳江,10,0,0,0,2020/01/30
广东,阳江,10,0,0,0,2020/01/31
广东,阳江,10,0,0,0,2020/02/01
广东,阳江,10,0,0,0,2020/02/02
广东,阳江,10,0,0,0,2020/02/03
广东,阳江,12,0,0,0,2020/02/04
广东,阳江,12,0,0,0,2020/02/05
广东,阳江,13,0,0,0,2020/02/06
广东,梅州,1,0,0,0,2020/01/26
广东,梅州,3,0,0,0,2020/01/27
广东,梅州,4,0,0,0,2020/01/28
广东,梅州,4,0,0,0,2020/01/29
广东,梅州,5,0,0,0,2020/01/30
广东,梅州,5,0,0,0,2020/01/31
广东,梅州,6,0,0,0,2020/02/01
广东,梅州,7,0,0,0,2020/02/02
广东,梅州,8,0,0,0,2020/02/03
广东,梅州,9,0,0,0,2020/02/04
广东,梅州,10,0,0,0,2020/02/05
广东,梅州,12,0,0,0,2020/02/06
广东,清远,3,0,0,0,2020/01/26
广东,清远,3,0,0,0,2020/01/27
广东,清远,6,0,0,0,2020/01/28
广东,清远,6,0,0,0,2020/01/29
广东,清远,6,0,0,1,2020/01/30
广东,清远,6,0,0,1,2020/01/31
广东,清远,6,0,0,1,2020/02/01
广东,清远,6,0,0,2,2020/02/02
广东,清远,7,0,0,2,2020/02/03
广东,清远,8,0,0,2,2020/02/04
广东,清远,10,0,0,2,2020/02/05
广东,清远,10,0,0,2,2020/02/06
广东,江门,1,0,0,0,2020/01/29
广东,江门,1,0,0,0,2020/01/30
广东,江门,2,0,0,0,2020/01/31
广东,江门,3,0,0,0,2020/02/01
广东,江门,3,0,0,0,2020/02/02
广东,江门,4,0,0,0,2020/02/03
广东,江门,6,0,0,0,2020/02/04
广东,江门,7,0,0,0,2020/02/05
广东,江门,9,0,0,0,2020/02/06
广东,揭阳,3,0,0,0,2020/01/26
广东,揭阳,3,0,0,0,2020/01/27
广东,揭阳,4,0,0,0,2020/01/28
广东,揭阳,6,0,0,0,2020/01/29
广东,揭阳,6,0,0,0,2020/01/30
广东,揭阳,6,0,0,0,2020/01/31
广东,揭阳,6,0,0,0,2020/02/01
广东,揭阳,6,0,0,0,2020/02/02
广东,揭阳,6,0,0,0,2020/02/03
广东,揭阳,6,0,0,0,2020/02/04
广东,揭阳,6,0,0,0,2020/02/05
广东,揭阳,7,0,0,0,2020/02/06
广东,韶关,4,0,0,0,2020/01/26
广东,韶关,4,0,0,0,2020/01/27
广东,韶关,4,0,0,0,2020/01/28
广东,韶关,4,0,0,0,2020/01/29
广东,韶关,4,0,0,0,2020/01/30
广东,韶关,4,0,0,0,2020/01/31
广东,韶关,4,0,0,0,2020/02/01
广东,韶关,5,0,0,0,2020/02/02
广东,韶关,5,0,0,1,2020/02/03
广东,韶关,6,0,0,1,2020/02/04
广东,韶关,6,0,0,1,2020/02/05
广东,韶关,6,0,0,1,2020/02/06
广东,茂名,3,0,0,0,2020/01/29
广东,茂名,3,0,0,0,2020/01/30
广东,茂名,3,0,0,0,2020/01/31
广东,茂名,3,0,0,0,2020/02/01
广东,茂名,3,0,0,0,2020/02/02
广东,茂名,4,0,0,0,2020/02/03
广东,茂名,5,0,0,0,2020/02/04
广东,茂名,6,0,0,0,2020/02/05
广东,茂名,6,0,0,0,2020/02/06
广东,汕尾,1,0,0,0,2020/01/27
广东,汕尾,1,0,0,0,2020/01/28
广东,汕尾,1,0,0,0,2020/01/29
广东,汕尾,1,0,0,0,2020/01/30
广东,汕尾,3,0,0,0,2020/01/31
广东,汕尾,4,0,0,0,2020/02/01
广东,汕尾,4,0,0,0,2020/02/02
广东,汕尾,5,0,0,0,2020/02/03
广东,汕尾,5,0,0,0,2020/02/04
广东,汕尾,5,0,0,0,2020/02/05
广东,汕尾,5,0,0,0,2020/02/06
广东,潮州,3,0,0,0,2020/02/01
广东,潮州,4,0,0,0,2020/02/02
广东,潮州,4,0,0,0,2020/02/03
广东,潮州,4,0,0,0,2020/02/04
广东,潮州,5,0,0,0,2020/02/05
广东,潮州,5,0,0,0,2020/02/06
广东,河源,1,0,0,0,2020/01/28
广东,河源,1,0,0,0,2020/01/29
广东,河源,1,0,0,0,2020/01/30
广东,河源,1,0,0,0,2020/01/31
广东,河源,1,0,0,0,2020/02/01
广东,河源,1,0,0,0,2020/02/02
广东,河源,1,0,0,0,2020/02/03
广东,河源,1,0,0,0,2020/02/04
广东,河源,1,0,0,0,2020/02/05
广东,河源,1,0,0,0,2020/02/06
河南,全省,1,0,0,0,2020/01/21
河南,全省,5,0,0,0,2020/01/22
河南,全省,9,42,0,0,2020/01/23
河南,全省,32,116,0,0,2020/01/24
河南,全省,83,165,1,0,2020/01/25
河南,全省,128,212,1,0,2020/01/26
河南,全省,168,266,1,0,2020/01/27
河南,全省,206,411,2,0,2020/01/28
河南,全省,278,584,2,1,2020/01/29
河南,全省,352,735,2,2,2020/01/30
河南,全省,422,751,2,3,2020/01/31
河南,全省,493,754,2,3,2020/02/01
河南,全省,566,760,2,10,2020/02/02
河南,全省,675,678,2,16,2020/02/03
河南,全省,764,693,2,33,2020/02/04
河南,全省,851,688,2,49,2020/02/05
河南,信阳,22,0,0,0,2020/01/26
河南,信阳,23,0,0,0,2020/01/27
河南,信阳,29,0,0,0,2020/01/28
河南,信阳,32,0,0,0,2020/01/29
河南,信阳,42,0,0,0,2020/01/30
河南,信阳,49,0,0,0,2020/01/31
河南,信阳,70,0,0,0,2020/02/01
河南,信阳,88,0,0,4,2020/02/02
河南,信阳,99,0,0,6,2020/02/03
河南,信阳,112,0,0,6,2020/02/04
河南,信阳,138,0,0,6,2020/02/05
河南,信阳,164,0,0,6,2020/02/06
河南,南阳,15,0,1,0,2020/01/26
河南,南阳,19,0,1,0,2020/01/27
河南,南阳,26,0,1,0,2020/01/28
河南,南阳,31,0,1,0,2020/01/29
河南,南阳,51,0,2,0,2020/01/30
河南,南阳,61,0,2,0,2020/01/31
河南,南阳,66,0,2,0,2020/02/01
河南,南阳,75,0,2,1,2020/02/02
河南,南阳,84,0,2,1,2020/02/03
河南,南阳,99,2,2,2,2020/02/04
河南,南阳,107,2,2,2,2020/02/05
河南,南阳,111,0,2,2,2020/02/06
河南,郑州,20,0,0,0,2020/01/26
河南,郑州,29,0,0,0,2020/01/27
河南,郑州,37,0,0,0,2020/01/28
河南,郑州,40,0,0,0,2020/01/29
河南,郑州,46,0,0,1,2020/01/30
河南,郑州,50,0,0,1,2020/01/31
河南,郑州,56,0,0,1,2020/02/01
河南,郑州,65,0,0,2,2020/02/02
河南,郑州,72,0,0,6,2020/02/03
河南,郑州,85,0,0,13,2020/02/04
河南,郑州,92,0,0,19,2020/02/05
河南,郑州,102,0,0,20,2020/02/06
河南,驻马店,7,0,0,0,2020/01/26
河南,驻马店,9,0,0,0,2020/01/27
河南,驻马店,10,0,0,0,2020/01/28
河南,驻马店,16,0,0,0,2020/01/29
河南,驻马店,25,0,0,0,2020/01/30
河南,驻马店,30,0,0,0,2020/01/31
河南,驻马店,40,0,0,0,2020/02/01
河南,驻马店,46,0,0,0,2020/02/02
河南,驻马店,58,0,0,0,2020/02/03
河南,驻马店,72,0,0,0,2020/02/04
河南,驻马店,82,0,0,2,2020/02/05
河南,驻马店,98,0,0,2,2020/02/06
河南,商丘,6,0,0,0,2020/01/27
河南,商丘,7,0,0,0,2020/01/28
河南,商丘,14,0,0,0,2020/01/29
河南,商丘,18,0,0,0,2020/01/30
河南,商丘,27,0,0,0,2020/01/31
河南,商丘,29,0,0,0,2020/02/01
河南,商丘,36,0,0,0,2020/02/02
河南,商丘,50,0,0,0,2020/02/03
河南,商丘,60,0,0,3,2020/02/04
河南,商丘,61,0,0,3,2020/02/05
河南,商丘,65,0,0,3,2020/02/06
河南,周口,5,0,0,0,2020/01/26
河南,周口,11,0,0,0,2020/01/27
河南,周口,15,0,0,0,2020/01/28
河南,周口,19,0,0,0,2020/01/29
河南,周口,25,0,0,0,2020/01/30
河南,周口,36,0,0,1,2020/01/31
河南,周口,38,0,0,1,2020/02/01
河南,周口,40,0,0,1,2020/02/02
河南,周口,47,0,0,1,2020/02/03
河南,周口,52,0,0,1,2020/02/04
河南,周口,56,0,0,1,2020/02/05
河南,周口,59,0,0,1,2020/02/06
河南,平顶山,2,0,0,0,2020/01/26
河南,平顶山,5,0,0,0,2020/01/27
河南,平顶山,5,0,0,0,2020/01/28
河南,平顶山,5,0,0,0,2020/01/29
河南,平顶山,8,0,0,0,2020/01/30
河南,平顶山,10,0,0,0,2020/01/31
河南,平顶山,11,0,0,0,2020/02/01
河南,平顶山,14,0,0,0,2020/02/02
河南,平顶山,19,0,0,0,2020/02/03
河南,平顶山,28,0,0,0,2020/02/04
河南,平顶山,34,0,0,0,2020/02/05
河南,平顶山,41,0,0,0,2020/02/06
河南,新乡,3,0,0,0,2020/01/26
河南,新乡,4,0,0,0,2020/01/27
河南,新乡,6,0,0,0,2020/01/28
河南,新乡,7,0,0,0,2020/01/29
河南,新乡,11,0,0,0,2020/01/30
河南,新乡,15,0,0,0,2020/01/31
河南,新乡,21,0,0,0,2020/02/01
河南,新乡,21,0,0,0,2020/02/02
河南,新乡,27,0,0,0,2020/02/03
河南,新乡,33,0,0,2,2020/02/04
河南,新乡,39,0,0,2,2020/02/05
河南,新乡,41,0,0,2,2020/02/06
河南,安阳,3,0,0,0,2020/01/26
河南,安阳,7,0,0,0,2020/01/27
河南,安阳,11,0,0,0,2020/01/28
河南,安阳,14,0,0,0,2020/01/29
河南,安阳,16,0,0,0,2020/01/30
河南,安阳,20,0,0,0,2020/01/31
河南,安阳,24,0,0,0,2020/02/01
河南,安阳,24,0,0,0,2020/02/02
河南,安阳,29,0,0,0,2020/02/03
河南,安阳,33,0,0,1,2020/02/04
河南,安阳,35,0,0,1,2020/02/05
河南,安阳,37,0,0,1,2020/02/06
河南,许昌,1,0,0,0,2020/01/27
河南,许昌,2,0,0,0,2020/01/28
河南,许昌,2,0,0,0,2020/01/29
河南,许昌,3,0,0,0,2020/01/30
河南,许昌,8,0,0,0,2020/01/31
河南,许昌,12,0,0,0,2020/02/01
河南,许昌,13,0,0,0,2020/02/02
河南,许昌,15,0,0,0,2020/02/03
河南,许昌,19,0,0,0,2020/02/04
河南,许昌,24,0,0,0,2020/02/05
河南,许昌,26,0,0,0,2020/02/06
河南,漯河,3,0,0,0,2020/01/26
河南,漯河,6,0,0,0,2020/01/27
河南,漯河,9,0,0,0,2020/01/28
河南,漯河,9,0,0,0,2020/01/29
河南,漯河,11,0,0,0,2020/01/30
河南,漯河,13,0,0,0,2020/01/31
河南,漯河,14,0,0,0,2020/02/01
河南,漯河,16,0,0,0,2020/02/02
河南,漯河,20,0,0,0,2020/02/03
河南,漯河,23,0,0,0,2020/02/04
河南,漯河,24,0,0,1,2020/02/05
河南,漯河,26,0,0,1,2020/02/06
河南,洛阳,1,0,0,0,2020/01/26
河南,洛阳,2,0,0,0,2020/01/27
河南,洛阳,2,0,0,0,2020/01/28
河南,洛阳,2,0,0,0,2020/01/29
河南,洛阳,2,0,0,0,2020/01/30
河南,洛阳,3,0,0,0,2020/01/31
河南,洛阳,5,0,0,0,2020/02/01
河南,洛阳,7,0,0,0,2020/02/02
河南,洛阳,7,0,0,1,2020/02/03
河南,洛阳,12,0,0,1,2020/02/04
河南,洛阳,17,0,0,1,2020/02/05
河南,洛阳,21,0,0,1,2020/02/06
河南,开封,1,0,0,0,2020/01/27
河南,开封,2,0,0,0,2020/01/28
河南,开封,3,0,0,0,2020/01/29
河南,开封,4,0,0,0,2020/01/30
河南,开封,6,0,0,0,2020/01/31
河南,开封,8,0,0,0,2020/02/01
河南,开封,11,0,0,0,2020/02/02
河南,开封,11,0,0,0,2020/02/03
河南,开封,12,0,0,1,2020/02/04
河南,开封,17,0,0,1,2020/02/05
河南,开封,18,0,0,1,2020/02/06
河南,焦作,2,0,0,0,2020/01/28
河南,焦作,2,0,0,0,2020/01/29
河南,焦作,2,0,0,0,2020/01/30
河南,焦作,2,0,0,0,2020/01/31
河南,焦作,2,0,0,0,2020/02/01
河南,焦作,7,0,0,0,2020/02/02
河南,焦作,8,0,0,0,2020/02/03
河南,焦作,12,0,0,0,2020/02/04
河南,焦作,15,0,0,1,2020/02/05
河南,焦作,17,0,0,1,2020/02/06
河南,鹤壁,2,0,0,0,2020/01/27
河南,鹤壁,2,0,0,0,2020/01/28
河南,鹤壁,5,0,0,0,2020/01/29
河南,鹤壁,6,0,0,0,2020/01/30
河南,鹤壁,6,0,0,0,2020/01/31
河南,鹤壁,6,0,0,0,2020/02/01
河南,鹤壁,8,0,0,0,2020/02/02
河南,鹤壁,8,0,0,0,2020/02/03
河南,鹤壁,10,0,0,0,2020/02/04
河南,鹤壁,10,0,0,0,2020/02/05
河南,鹤壁,10,0,0,0,2020/02/06
河南,三门峡,2,0,0,0,2020/01/26
河南,三门峡,3,0,0,0,2020/01/27
河南,三门峡,3,0,0,0,2020/01/28
河南,三门峡,4,0,0,0,2020/01/29
河南,三门峡,5,0,0,0,2020/01/30
河南,三门峡,6,0,0,0,2020/01/31
河南,三门峡,7,0,0,0,2020/02/01
河南,三门峡,7,0,0,0,2020/02/02
河南,三门峡,7,0,0,1,2020/02/03
河南,三门峡,7,0,0,1,2020/02/04
河南,三门峡,7,0,0,1,2020/02/05
河南,三门峡,7,0,0,1,2020/02/06
河南,濮阳,1,0,0,0,2020/01/29
河南,濮阳,1,0,0,0,2020/01/30
河南,濮阳,3,0,0,0,2020/01/31
河南,濮阳,3,0,0,0,2020/02/01
河南,濮阳,3,0,0,0,2020/02/02
河南,濮阳,3,0,0,0,2020/02/03
河南,濮阳,4,0,0,0,2020/02/04
河南,濮阳,4,0,0,0,2020/02/05
河南,濮阳,5,0,0,0,2020/02/06
河南,济源,2,0,0,0,2020/02/03
河南,济源,2,0,0,0,2020/02/04
河南,济源,2,0,0,0,2020/02/05
河南,济源,3,0,0,0,2020/02/06
湖南,全省,1,0,0,0,2020/01/21
湖南,全省,4,10,0,0,2020/01/22
湖南,全省,9,25,0,0,2020/01/23
湖南,全省,24,35,0,0,2020/01/24
湖南,全省,69,25,0,0,2020/01/25
湖南,全省,100,42,0,0,2020/01/26
湖南,全省,143,52,0,0,2020/01/27
湖南,全省,221,85,0,0,2020/01/28
湖南,全省,277,223,0,0,2020/01/29
湖南,全省,332,303,0,2,2020/01/30
湖南,全省,389,426,0,3,2020/01/31
湖南,全省,463,434,0,8,2020/02/01
湖南,全省,521,351,0,16,2020/02/02
湖南,全省,593,289,0,22,2020/02/03
湖南,全省,661,211,0,33,2020/02/04
湖南,全省,711,207,0,54,2020/02/05
湖南,长沙,18,0,0,0,2020/01/26
湖南,长沙,22,0,0,0,2020/01/27
湖南,长沙,24,0,0,0,2020/01/28
湖南,长沙,46,0,0,0,2020/01/29
湖南,长沙,57,0,0,1,2020/01/30
湖南,长沙,68,0,0,1,2020/01/31
湖南,长沙,86,0,0,2,2020/02/01
湖南,长沙,112,0,0,2,2020/02/02
湖南,长沙,125,0,0,2,2020/02/03
湖南,长沙,148,0,0,6,2020/02/04
湖南,长沙,164,0,0,8,2020/02/05
湖南,长沙,179,0,0,8,2020/02/06
湖南,岳阳,6,0,0,0,2020/01/26
湖南,岳阳,7,0,0,0,2020/01/27
湖南,岳阳,17,0,0,0,2020/01/28
湖南,岳阳,26,0,0,0,2020/01/29
湖南,岳阳,29,0,0,0,2020/01/30
湖南,岳阳,37,0,0,0,2020/01/31
湖南,岳阳,45,0,0,0,2020/02/01
湖南,岳阳,53,0,0,0,2020/02/02
湖南,岳阳,70,0,0,0,2020/02/03
湖南,岳阳,83,0,0,0,2020/02/04
湖南,岳阳,89,0,0,2,2020/02/05
湖南,岳阳,93,0,0,2,2020/02/06
湖南,邵阳,2,0,0,0,2020/01/26
湖南,邵阳,8,0,0,0,2020/01/27
湖南,邵阳,11,0,0,0,2020/01/28
湖南,邵阳,19,0,0,0,2020/01/29
湖南,邵阳,29,0,0,0,2020/01/30
湖南,邵阳,36,0,0,0,2020/01/31
湖南,邵阳,41,0,0,1,2020/02/01
湖南,邵阳,49,0,0,1,2020/02/02
湖南,邵阳,51,0,0,1,2020/02/03
湖南,邵阳,55,0,0,2,2020/02/04
湖南,邵阳,68,0,0,2,2020/02/05
湖南,邵阳,74,0,0,3,2020/02/06
湖南,常德,7,0,0,0,2020/01/26
湖南,常德,12,0,0,0,2020/01/27
湖南,常德,19,0,0,0,2020/01/28
湖南,常德,26,0,0,0,2020/01/29
湖南,常德,30,0,0,0,2020/01/30
湖南,常德,37,0,0,0,2020/01/31
湖南,常德,39,0,0,0,2020/02/01
湖南,常德,42,0,0,0,2020/02/02
湖南,常德,45,0,0,0,2020/02/03
湖南,常德,50,0,0,3,2020/02/04
湖南,常德,56,0,0,3,2020/02/05
湖南,常德,62,0,0,3,2020/02/06
湖南,娄底,5,0,0,0,2020/01/26
湖南,娄底,7,0,0,0,2020/01/27
湖南,娄底,9,0,0,0,2020/01/28
湖南,娄底,13,0,0,0,2020/01/29
湖南,娄底,16,0,0,0,2020/01/30
湖南,娄底,20,0,0,0,2020/01/31
湖南,娄底,26,0,0,1,2020/02/01
湖南,娄底,29,0,0,1,2020/02/02
湖南,娄底,35,0,0,2,2020/02/03
湖南,娄底,40,0,0,3,2020/02/04
湖南,娄底,45,0,0,3,2020/02/05
湖南,娄底,51,0,0,3,2020/02/06
湖南,衡阳,3,0,0,0,2020/01/26
湖南,衡阳,4,0,0,0,2020/01/27
湖南,衡阳,7,0,0,0,2020/01/28
湖南,衡阳,17,0,0,0,2020/01/29
湖南,衡阳,20,0,0,0,2020/01/30
湖南,衡阳,25,0,0,0,2020/01/31
湖南,衡阳,26,0,0,0,2020/02/01
湖南,衡阳,30,0,0,3,2020/02/02
湖南,衡阳,32,0,0,4,2020/02/03
湖南,衡阳,35,0,0,4,2020/02/04
湖南,衡阳,39,0,0,5,2020/02/05
湖南,衡阳,43,0,0,5,2020/02/06
湖南,株洲,3,0,0,0,2020/01/26
湖南,株洲,5,0,0,0,2020/01/27
湖南,株洲,7,0,0,0,2020/01/28
湖南,株洲,13,0,0,0,2020/01/29
湖南,株洲,18,0,0,0,2020/01/30
湖南,株洲,19,0,0,0,2020/01/31
湖南,株洲,22,0,0,0,2020/02/01
湖南,株洲,25,0,0,1,2020/02/02
湖南,株洲,26,0,0,1,2020/02/03
湖南,株洲,34,0,0,2,2020/02/04
湖南,株洲,38,0,0,2,2020/02/05
湖南,株洲,41,0,0,2,2020/02/06
湖南,益阳,4,0,0,0,2020/01/26
湖南,益阳,7,0,0,0,2020/01/27
湖南,益阳,10,0,0,0,2020/01/28
湖南,益阳,14,0,0,0,2020/01/29
湖南,益阳,17,0,0,0,2020/01/30
湖南,益阳,20,0,0,0,2020/01/31
湖南,益阳,24,0,0,0,2020/02/01
