province,city,accumulated_confirmed,accumulated_suspected,accumulated_death,accumulated_recovered,time
重庆,酉阳土家族苗族自治县,1,0,0,0,2020/02/06
重庆,武隆区,1,0,0,0,2020/01/30
重庆,武隆区,1,0,0,0,2020/01/31
重庆,武隆区,1,0,0,0,2020/02/01
重庆,武隆区,1,0,0,0,2020/02/02
重庆,武隆区,1,0,0,0,2020/02/03
重庆,武隆区,1,0,0,0,2020/02/04
重庆,武隆区,1,0,0,0,2020/02/05
重庆,武隆区,1,0,0,0,2020/02/06
江苏,全省,1,0,0,0,2020/01/22
江苏,全省,5,0,0,0,2020/01/23
江苏,全省,14,0,0,0,2020/01/24
江苏,全省,31,0,0,0,2020/01/25
江苏,全省,47,0,0,1,2020/01/26
江苏,全省,70,0,0,1,2020/01/27
江苏,全省,99,0,0,1,2020/01/28
江苏,全省,129,0,0,1,2020/01/29
江苏,全省,168,0,0,1,2020/01/30
江苏,全省,202,42,0,5,2020/01/31
江苏,全省,236,47,0,6,2020/02/01
江苏,全省,271,44,0,8,2020/02/02
江苏,全省,308,47,0,8,2020/02/03
江苏,全省,341,43,0,12,2020/02/04
江苏,全省,373,55,0,23,2020/02/05
江苏,苏州,7,0,0,1,2020/01/26
江苏,苏州,8,0,0,1,2020/01/27
江苏,苏州,12,0,0,1,2020/01/28
江苏,苏州,20,0,0,1,2020/01/29
江苏,苏州,24,0,0,1,2020/01/30
江苏,苏州,32,0,0,2,2020/01/31
江苏,苏州,34,0,0,2,2020/02/01
江苏,苏州,38,0,0,3,2020/02/02
江苏,苏州,44,0,0,3,2020/02/03
江苏,苏州,52,0,0,3,2020/02/04
江苏,苏州,55,0,0,4,2020/02/05
江苏,苏州,60,0,0,4,2020/02/06
江苏,南京,7,0,0,0,2020/01/26
江苏,南京,7,0,0,0,2020/01/27
江苏,南京,10,0,0,0,2020/01/28
江苏,南京,14,0,0,0,2020/01/29
江苏,南京,19,0,0,0,2020/01/30
江苏,南京,25,0,0,2,2020/01/31
江苏,南京,28,0,0,2,2020/02/01
江苏,南京,35,0,0,2,2020/02/02
江苏,南京,40,0,0,2,2020/02/03
江苏,南京,44,0,0,4,2020/02/04
江苏,南京,47,0,0,10,2020/02/05
江苏,南京,52,0,0,11,2020/02/06
江苏,徐州,3,0,0,0,2020/01/27
江苏,徐州,8,0,0,0,2020/01/28
江苏,徐州,8,0,0,0,2020/01/29
江苏,徐州,15,0,0,0,2020/01/30
江苏,徐州,20,0,0,0,2020/01/31
江苏,徐州,23,0,0,0,2020/02/01
江苏,徐州,30,0,0,0,2020/02/02
江苏,徐州,36,0,0,0,2020/02/03
江苏,徐州,39,0,0,0,2020/02/04
江苏,徐州,45,0,0,1,2020/02/05
江苏,徐州,45,0,0,3,2020/02/06
江苏,淮安,1,0,0,0,2020/01/26
江苏,淮安,2,0,0,0,2020/01/27
江苏,淮安,2,0,0,0,2020/01/28
江苏,淮安,3,0,0,0,2020/01/29
江苏,淮安,7,0,0,0,2020/01/30
江苏,淮安,10,0,0,0,2020/01/31
江苏,淮安,12,0,0,1,2020/02/01
江苏,淮安,13,0,0,1,2020/02/02
江苏,淮安,18,0,0,1,2020/02/03
江苏,淮安,22,0,0,1,2020/02/04
江苏,淮安,26,0,0,1,2020/02/05
江苏,淮安,34,0,0,1,2020/02/06
江苏,泰州,1,0,0,0,2020/01/26
江苏,泰州,2,0,0,0,2020/01/27
江苏,泰州,4,0,0,0,2020/01/28
江苏,泰州,8,0,0,0,2020/01/29
江苏,泰州,9,0,0,0,2020/01/30
江苏,泰州,12,0,0,0,2020/01/31
江苏,泰州,17,0,0,0,2020/02/01
江苏,泰州,17,0,0,0,2020/02/02
江苏,泰州,21,0,0,0,2020/02/03
江苏,泰州,23,0,0,0,2020/02/04
江苏,泰州,26,0,0,1,2020/02/05
江苏,泰州,28,0,0,1,2020/02/06
江苏,无锡,2,0,0,0,2020/01/26
江苏,无锡,4,0,0,0,2020/01/27
江苏,无锡,6,0,0,0,2020/01/28
江苏,无锡,9,0,0,0,2020/01/29
江苏,无锡,10,0,0,0,2020/01/30
江苏,无锡,12,0,0,0,2020/01/31
江苏,无锡,13,0,0,0,2020/02/01
江苏,无锡,19,0,0,0,2020/02/02
江苏,无锡,23,0,0,1,2020/02/03
江苏,无锡,25,0,0,1,2020/02/04
江苏,无锡,26,0,0,1,2020/02/05
江苏,无锡,28,0,0,1,2020/02/06
江苏,常州,5,0,0,0,2020/01/26
江苏,常州,6,0,0,0,2020/01/27
江苏,常州,8,0,0,0,2020/01/28
江苏,常州,8,0,0,0,2020/01/29
江苏,常州,10,0,0,0,2020/01/30
江苏,常州,13,0,0,0,2020/01/31
江苏,常州,14,0,0,0,2020/02/01
江苏,常州,15,0,0,0,2020/02/02
江苏,常州,15,0,0,0,2020/02/03
江苏,常州,19,0,0,2,2020/02/04
江苏,常州,24,0,0,2,2020/02/05
江苏,常州,27,0,0,2,2020/02/06
江苏,南通,2,0,0,0,2020/01/26
江苏,南通,4,0,0,0,2020/01/27
江苏,南通,6,0,0,0,2020/01/28
江苏,南通,6,0,0,0,2020/01/29
江苏,南通,9,0,0,0,2020/01/30
江苏,南通,10,0,0,0,2020/01/31
江苏,南通,12,0,0,0,2020/02/01
江苏,南通,17,0,0,0,2020/02/02
江苏,南通,19,0,0,0,2020/02/03
江苏,南通,22,0,0,0,2020/02/04
江苏,南通,25,0,0,0,2020/02/05
江苏,南通,27,0,0,2,2020/02/06
江苏,连云港,3,0,0,0,2020/01/26
江苏,连云港,3,0,0,0,2020/01/27
江苏,连云港,3,0,0,0,2020/01/28
江苏,连云港,3,0,0,0,2020/01/29
江苏,连云港,6,0,0,0,2020/01/30
江苏,连云港,9,0,0,1,2020/01/31
江苏,连云港,13,0,0,1,2020/02/01
江苏,连云港,13,0,0,1,2020/02/02
江苏,连云港,14,0,0,1,2020/02/03
江苏,连云港,17,0,0,1,2020/02/04
江苏,连云港,20,0,0,1,2020/02/05
江苏,连云港,22,0,0,2,2020/02/06
江苏,盐城,1,0,0,0,2020/01/26
江苏,盐城,1,0,0,0,2020/01/27
江苏,盐城,1,0,0,0,2020/01/28
江苏,盐城,6,0,0,0,2020/01/29
江苏,盐城,6,0,0,0,2020/01/30
江苏,盐城,8,0,0,0,2020/01/31
江苏,盐城,13,0,0,0,2020/02/01
江苏,盐城,15,0,0,0,2020/02/02
江苏,盐城,15,0,0,0,2020/02/03
江苏,盐城,15,0,0,0,2020/02/04
江苏,盐城,15,0,0,2,2020/02/05
江苏,盐城,16,0,0,2,2020/02/06
江苏,扬州,1,0,0,0,2020/01/26
江苏,扬州,4,0,0,0,2020/01/27
江苏,扬州,5,0,0,0,2020/01/28
江苏,扬州,8,0,0,0,2020/01/29
江苏,扬州,8,0,0,0,2020/01/30
江苏,扬州,8,0,0,0,2020/01/31
江苏,扬州,13,0,0,0,2020/02/01
江苏,扬州,13,0,0,0,2020/02/02
江苏,扬州,14,0,0,0,2020/02/03
江苏,扬州,15,0,0,0,2020/02/04
江苏,扬州,15,0,0,0,2020/02/05
江苏,扬州,15,0,0,0,2020/02/06
江苏,宿迁,1,0,0,0,2020/01/26
江苏,宿迁,1,0,0,0,2020/01/27
江苏,宿迁,3,0,0,0,2020/01/28
江苏,宿迁,4,0,0,0,2020/01/29
江苏,宿迁,4,0,0,0,2020/01/30
江苏,宿迁,7,0,0,0,2020/01/31
江苏,宿迁,8,0,0,0,2020/02/01
江苏,宿迁,8,0,0,0,2020/02/02
江苏,宿迁,9,0,0,0,2020/02/03
江苏,宿迁,10,0,0,0,2020/02/04
江苏,宿迁,11,0,0,0,2020/02/05
江苏,宿迁,11,0,0,0,2020/02/06
江苏,镇江,2,0,0,0,2020/01/26
江苏,镇江,2,0,0,0,2020/01/27
江苏,镇江,2,0,0,0,2020/01/28
江苏,镇江,2,0,0,0,2020/01/29
江苏,镇江,2,0,0,0,2020/01/30
江苏,镇江,2,0,0,0,2020/01/31
江苏,镇江,2,0,0,0,2020/02/01
江苏,镇江,3,0,0,0,2020/02/02
江苏,镇江,3,0,0,0,2020/02/03
江苏,镇江,5,0,0,0,2020/02/04
江苏,镇江,6,0,0,0,2020/02/05
江苏,镇江,8,0,0,0,2020/02/06
山东,全省,1,0,0,0,2020/01/21
山东,全省,2,5,0,0,2020/01/22
山东,全省,9,9,0,0,2020/01/23
山东,全省,21,11,0,0,2020/01/24
山东,全省,39,11,0,0,2020/01/25
山东,全省,61,35,0,0,2020/01/26
山东,全省,87,42,0,0,2020/01/27
山东,全省,121,55,0,0,2020/01/28
山东,全省,145,79,0,1,2020/01/29
山东,全省,178,90,0,1,2020/01/30
山东,全省,202,83,0,2,2020/01/31
山东,全省,225,81,0,3,2020/02/01
山东,全省,246,62,0,7,2020/02/02
山东,全省,270,70,0,7,2020/02/03
山东,全省,298,94,0,12,2020/02/04
山东,全省,343,85,0,15,2020/02/05
山东,青岛,8,0,0,0,2020/01/26
山东,青岛,13,0,0,0,2020/01/27
山东,青岛,15,0,0,0,2020/01/28
山东,青岛,17,0,0,1,2020/01/29
山东,青岛,21,0,0,1,2020/01/30
山东,青岛,21,0,0,1,2020/01/31
山东,青岛,21,0,0,1,2020/02/01
山东,青岛,24,0,0,1,2020/02/02
山东,青岛,26,0,0,1,2020/02/03
山东,青岛,32,0,0,3,2020/02/04
山东,青岛,35,0,0,3,2020/02/05
山东,青岛,41,0,0,4,2020/02/06
山东,济南,5,0,0,0,2020/01/26
山东,济南,7,0,0,0,2020/01/27
山东,济南,10,0,0,0,2020/01/28
山东,济南,11,0,0,0,2020/01/29
山东,济南,14,0,0,0,2020/01/30
山东,济南,16,0,0,0,2020/01/31
山东,济南,18,0,0,0,2020/02/01
山东,济南,19,0,0,0,2020/02/02
山东,济南,22,0,0,0,2020/02/03
山东,济南,25,0,0,0,2020/02/04
山东,济南,29,0,0,0,2020/02/05
山东,济南,34,0,0,3,2020/02/06
山东,临沂,7,0,0,0,2020/01/26
山东,临沂,7,0,0,0,2020/01/27
山东,临沂,8,0,0,0,2020/01/28
山东,临沂,16,0,0,0,2020/01/29
山东,临沂,16,0,0,0,2020/01/30
山东,临沂,23,0,0,0,2020/01/31
山东,临沂,23,0,0,0,2020/02/01
山东,临沂,24,0,0,0,2020/02/02
山东,临沂,25,0,0,1,2020/02/03
山东,临沂,28,0,0,1,2020/02/04
山东,临沂,30,0,0,1,2020/02/05
山东,临沂,32,0,0,1,2020/02/06
山东,济宁,5,0,0,0,2020/01/26
山东,济宁,5,0,0,0,2020/01/27
山东,济宁,5,0,0,0,2020/01/28
山东,济宁,5,0,0,0,2020/01/29
山东,济宁,8,0,0,0,2020/01/30
山东,济宁,8,0,0,0,2020/01/31
山东,济宁,11,0,0,1,2020/02/01
山东,济宁,14,0,0,1,2020/02/02
山东,济宁,18,0,0,1,2020/02/03
山东,济宁,21,0,0,3,2020/02/04
山东,济宁,25,0,0,3,2020/02/05
山东,济宁,32,0,0,4,2020/02/06
山东,烟台,2,0,0,0,2020/01/26
山东,烟台,8,0,0,0,2020/01/27
山东,烟台,10,0,0,0,2020/01/28
山东,烟台,12,0,0,0,2020/01/29
山东,烟台,13,0,0,0,2020/01/30
山东,烟台,18,0,0,0,2020/01/31
山东,烟台,20,0,0,0,2020/02/01
山东,烟台,20,0,0,0,2020/02/02
山东,烟台,26,0,0,0,2020/02/03
山东,烟台,26,0,0,0,2020/02/04
山东,烟台,27,0,0,0,2020/02/05
山东,烟台,30,0,0,0,2020/02/06
山东,威海,4,0,0,0,2020/01/26
山东,威海,9,0,0,0,2020/01/27
山东,威海,10,0,0,0,2020/01/28
山东,威海,12,0,0,0,2020/01/29
山东,威海,14,0,0,0,2020/01/30
山东,威海,19,0,0,0,2020/01/31
山东,威海,24,0,0,0,2020/02/01
山东,威海,24,0,0,2,2020/02/02
山东,威海,25,0,0,2,2020/02/03
山东,威海,25,0,0,2,2020/02/04
山东,威海,27,0,0,2,2020/02/05
山东,威海,29,0,0,5,2020/02/06
山东,德州,3,0,0,0,2020/01/26
山东,德州,6,0,0,0,2020/01/27
山东,德州,8,0,0,0,2020/01/28
山东,德州,11,0,0,0,2020/01/29
山东,德州,15,0,0,0,2020/01/30
山东,德州,16,0,0,1,2020/01/31
山东,德州,17,0,0,1,2020/02/01
山东,德州,19,0,0,1,2020/02/02
山东,德州,19,0,0,1,2020/02/03
山东,德州,19,0,0,1,2020/02/04
山东,德州,24,0,0,1,2020/02/05
山东,德州,26,0,0,2,2020/02/06
山东,潍坊,2,0,0,0,2020/01/26
山东,潍坊,3,0,0,0,2020/01/27
山东,潍坊,3,0,0,0,2020/01/28
山东,潍坊,5,0,0,0,2020/01/29
山东,潍坊,7,0,0,0,2020/01/30
山东,潍坊,8,0,0,0,2020/01/31
山东,潍坊,9,0,0,0,2020/02/01
山东,潍坊,11,0,0,0,2020/02/02
山东,潍坊,13,0,0,0,2020/02/03
山东,潍坊,14,0,0,0,2020/02/04
山东,潍坊,16,0,0,0,2020/02/05
山东,潍坊,21,0,0,0,2020/02/06
山东,泰安,1,0,0,0,2020/01/28
山东,泰安,3,0,0,0,2020/01/29
山东,泰安,3,0,0,0,2020/01/30
山东,泰安,4,0,0,0,2020/01/31
山东,泰安,6,0,0,0,2020/02/01
山东,泰安,9,0,0,0,2020/02/02
山东,泰安,12,0,0,1,2020/02/03
山东,泰安,12,0,0,1,2020/02/04
山东,泰安,14,0,0,1,2020/02/05
山东,泰安,18,0,0,1,2020/02/06
山东,枣庄,2,0,0,0,2020/01/27
山东,枣庄,5,0,0,0,2020/01/28
山东,枣庄,8,0,0,0,2020/01/29
山东,枣庄,9,0,0,0,2020/01/30
山东,枣庄,9,0,0,0,2020/01/31
山东,枣庄,12,0,0,0,2020/02/01
山东,枣庄,15,0,0,0,2020/02/02
山东,枣庄,16,0,0,0,2020/02/03
山东,枣庄,16,0,0,0,2020/02/04
山东,枣庄,17,0,0,0,2020/02/05
山东,枣庄,17,0,0,0,2020/02/06
山东,聊城,1,0,0,0,2020/01/26
山东,聊城,1,0,0,0,2020/01/27
山东,聊城,3,0,0,0,2020/01/28
山东,聊城,4,0,0,0,2020/01/29
山东,聊城,5,0,0,0,2020/01/30
山东,聊城,7,0,0,0,2020/01/31
山东,聊城,8,0,0,0,2020/02/01
山东,聊城,9,0,0,0,2020/02/02
山东,聊城,10,0,0,0,2020/02/03
山东,聊城,10,0,0,0,2020/02/04
山东,聊城,12,0,0,0,2020/02/05
山东,聊城,15,0,0,0,2020/02/06
山东,淄博,1,0,0,0,2020/01/26
山东,淄博,2,0,0,0,2020/01/27
山东,淄博,2,0,0,0,2020/01/28
山东,淄博,4,0,0,0,2020/01/29
山东,淄博,8,0,0,0,2020/01/30
山东,淄博,9,0,0,0,2020/01/31
山东,淄博,10,0,0,0,2020/02/01
山东,淄博,12,0,0,0,2020/02/02
山东,淄博,12,0,0,0,2020/02/03
山东,淄博,12,0,0,0,2020/02/04
山东,淄博,14,0,0,0,2020/02/05
山东,淄博,14,0,0,0,2020/02/06
山东,日照,4,0,0,0,2020/01/26
山东,日照,5,0,0,0,2020/01/27
山东,日照,6,0,0,0,2020/01/28
山东,日照,8,0,0,0,2020/01/29
山东,日照,9,0,0,0,2020/01/30
山东,日照,9,0,0,0,2020/01/31
山东,日照,10,0,0,0,2020/02/01
山东,日照,11,0,0,0,2020/02/02
山东,日照,14,0,0,0,2020/02/03
山东,日照,14,0,0,0,2020/02/04
山东,日照,14,0,0,0,2020/02/05
山东,日照,14,0,0,2,2020/02/06
山东,菏泽,1,0,0,0,2020/01/26
山东,菏泽,4,0,0,0,2020/01/27
山东,菏泽,5,0,0,0,2020/01/28
山东,菏泽,7,0,0,0,2020/01/29
山东,菏泽,7,0,0,0,2020/01/30
山东,菏泽,8,0,0,0,2020/01/31
山东,菏泽,8,0,0,0,2020/02/01
山东,菏泽,9,0,0,0,2020/02/02
山东,菏泽,10,0,0,0,2020/02/03
山东,菏泽,10,0,0,0,2020/02/04
山东,菏泽,12,0,0,2,2020/02/05
山东,菏泽,13,0,0,2,2020/02/06
山东,滨州,3,0,0,0,2020/01/26
山东,滨州,3,0,0,0,2020/01/27
山东,滨州,4,0,0,0,2020/01/28
山东,滨州,7,0,0,0,2020/01/29
山东,滨州,9,0,0,0,2020/01/30
山东,滨州,9,0,0,0,2020/01/31
山东,滨州,9,0,0,0,2020/02/01
山东,滨州,10,0,0,0,2020/02/02
山东,滨州,11,0,0,0,2020/02/03
山东,滨州,11,0,0,1,2020/02/04
山东,滨州,11,0,0,2,2020/02/05
山东,滨州,11,0,0,3,2020/02/06
四川,全省,2,5,0,0,2020/01/21
四川,全省,5,7,0,0,2020/01/22
四川,全省,15,10,0,0,2020/01/23
四川,全省,28,25,0,0,2020/01/24
四川,全省,44,34,0,0,2020/01/25
四川,全省,69,92,0,0,2020/01/26
四川,全省,90,138,0,0,2020/01/27
四川,全省,108,182,0,0,2020/01/28
四川,全省,142,243,1,1,2020/01/29
四川,全省,177,241,1,1,2020/01/30
四川,全省,207,256,1,1,2020/01/31
四川,全省,231,247,1,3,2020/02/01
四川,全省,254,268,1,11,2020/02/02
四川,全省,282,258,1,14,2020/02/03
四川,全省,301,281,1,14,2020/02/04
四川,全省,321,340,1,24,2020/02/05
四川,成都,22,0,0,0,2020/01/26
四川,成都,33,0,0,0,2020/01/27
四川,成都,37,0,0,0,2020/01/28
四川,成都,46,0,1,1,2020/01/29
四川,成都,59,0,1,1,2020/01/30
四川,成都,69,0,1,1,2020/01/31
四川,成都,72,0,1,3,2020/02/01
四川,成都,73,0,1,9,2020/02/02
四川,成都,77,0,1,10,2020/02/03
四川,成都,87,0,1,10,2020/02/04
四川,成都,92,0,1,17,2020/02/05
四川,成都,97,0,1,19,2020/02/06
四川,南充,2,0,0,0,2020/01/26
四川,南充,2,0,0,0,2020/01/27
四川,南充,4,0,0,0,2020/01/28
四川,南充,5,0,0,0,2020/01/29
四川,南充,9,0,0,0,2020/01/30
四川,南充,11,0,0,0,2020/01/31
四川,南充,16,0,0,0,2020/02/01
四川,南充,23,0,0,0,2020/02/02
四川,南充,26,0,0,0,2020/02/03
四川,南充,27,0,0,0,2020/02/04
四川,南充,28,0,0,1,2020/02/05
四川,南充,29,0,0,2,2020/02/06
四川,广安,2,0,0,0,2020/01/26
四川,广安,6,0,0,0,2020/01/27
四川,广安,7,0,0,0,2020/01/28
四川,广安,7,0,0,0,2020/01/29
四川,广安,9,0,0,0,2020/01/30
四川,广安,13,0,0,0,2020/01/31
四川,广安,16,0,0,0,2020/02/01
四川,广安,20,0,0,1,2020/02/02
四川,广安,21,0,0,1,2020/02/03
四川,广安,24,0,0,1,2020/02/04
四川,广安,24,0,0,1,2020/02/05
四川,广安,24,0,0,1,2020/02/06
四川,达州,1,0,0,0,2020/01/26
四川,达州,3,0,0,0,2020/01/27
四川,达州,3,0,0,0,2020/01/28
四川,达州,4,0,0,0,2020/01/29
四川,达州,6,0,0,0,2020/01/30
四川,达州,8,0,0,0,2020/01/31
四川,达州,9,0,0,0,2020/02/01
四川,达州,9,0,0,0,2020/02/02
四川,达州,11,0,0,1,2020/02/03
四川,达州,13,0,0,1,2020/02/04
四川,达州,17,0,0,1,2020/02/05
四川,达州,20,0,0,4,2020/02/06
四川,巴中,2,0,0,0,2020/01/29
四川,巴中,4,0,0,0,2020/01/30
四川,巴中,5,0,0,0,2020/01/31
四川,巴中,8,0,0,0,2020/02/01
四川,巴中,8,0,0,0,2020/02/02
四川,巴中,12,0,0,0,2020/02/03
四川,巴中,12,0,0,0,2020/02/04
四川,巴中,15,0,0,0,2020/02/05
四川,巴中,19,0,0,0,2020/02/06
四川,绵阳,5,0,0,0,2020/01/26
四川,绵阳,7,0,0,0,2020/01/27
四川,绵阳,8,0,0,0,2020/01/28
四川,绵阳,8,0,0,0,2020/01/29
四川,绵阳,9,0,0,0,2020/01/30
四川,绵阳,11,0,0,0,2020/01/31
四川,绵阳,12,0,0,0,2020/02/01
四川,绵阳,14,0,0,1,2020/02/02
四川,绵阳,17,0,0,1,2020/02/03
四川,绵阳,17,0,0,1,2020/02/04
四川,绵阳,17,0,0,2,2020/02/05
四川,绵阳,18,0,0,2,2020/02/06
四川,内江,1,0,0,0,2020/01/26
四川,内江,1,0,0,0,2020/01/27
四川,内江,3,0,0,0,2020/01/28
四川,内江,4,0,0,0,2020/01/29
四川,内江,4,0,0,0,2020/01/30
四川,内江,6,0,0,0,2020/01/31
四川,内江,10,0,0,0,2020/02/01
四川,内江,11,0,0,0,2020/02/02
四川,内江,12,0,0,0,2020/02/03
四川,内江,15,0,0,0,2020/02/04
四川,内江,15,0,0,0,2020/02/05
四川,内江,16,0,0,0,2020/02/06
四川,泸州,2,0,0,0,2020/01/26
四川,泸州,3,0,0,0,2020/01/27
四川,泸州,4,0,0,0,2020/01/28
四川,泸州,5,0,0,0,2020/01/29
四川,泸州,5,0,0,0,2020/01/30
四川,泸州,5,0,0,0,2020/01/31
四川,泸州,5,0,0,0,2020/02/01
四川,泸州,6,0,0,0,2020/02/02
四川,泸州,7,0,0,0,2020/02/03
四川,泸州,9,0,0,0,2020/02/04
四川,泸州,10,0,0,0,2020/02/05
四川,泸州,12,0,0,0,2020/02/06
四川,甘孜,2,0,0,0,2020/01/26
四川,甘孜,2,0,0,0,2020/01/27
四川,甘孜,3,0,0,0,2020/01/28
四川,甘孜,3,0,0,0,2020/01/29
四川,甘孜,5,0,0,0,2020/01/30
四川,甘孜,5,0,0,0,2020/01/31
四川,甘孜,5,0,0,0,2020/02/01
四川,甘孜,5,0,0,0,2020/02/02
四川,甘孜,6,0,0,0,2020/02/03
四川,甘孜,8,0,0,0,2020/02/04
四川,甘孜,10,0,0,0,2020/02/05
四川,甘孜,12,0,0,0,2020/02/06
四川,德阳,1,0,0,0,2020/01/26
四川,德阳,1,0,0,0,2020/01/27
四川,德阳,1,0,0,0,2020/01/28
四川,德阳,2,0,0,0,2020/01/29
四川,德阳,3,0,0,0,2020/01/30
四川,德阳,7,0,0,0,2020/01/31
四川,德阳,7,0,0,0,2020/02/01
四川,德阳,10,0,0,0,2020/02/02
四川,德阳,10,0,0,0,2020/02/03
四川,德阳,12,0,0,0,2020/02/04
四川,德阳,12,0,0,0,2020/02/05
四川,德阳,12,0,0,0,2020/02/06
四川,攀枝花,1,0,0,0,2020/01/31
四川,攀枝花,7,0,0,0,2020/02/01
四川,攀枝花,9,0,0,0,2020/02/02
四川,攀枝花,10,0,0,0,2020/02/03
四川,攀枝花,10,0,0,0,2020/02/04
四川,攀枝花,11,0,0,0,2020/02/05
四川,攀枝花,11,0,0,0,2020/02/06
四川,自贡,1,0,0,0,2020/01/26
四川,自贡,2,0,0,0,2020/01/27
四川,自贡,7,0,0,0,2020/01/28
四川,自贡,7,0,0,0,2020/01/29
四川,自贡,7,0,0,0,2020/01/30
四川,自贡,9,0,0,0,2020/01/31
四川,自贡,9,0,0,0,2020/02/01
四川,自贡,9,0,0,0,2020/02/02
四川,自贡,9,0,0,0,2020/02/03
四川,自贡,9,0,0,0,2020/02/04
四川,自贡,9,0,0,0,2020/02/05
四川,自贡,9,0,0,0,2020/02/06
四川,宜宾,1,0,0,0,2020/01/27
四川,宜宾,1,0,0,0,2020/01/28
四川,宜宾,2,0,0,0,2020/01/29
四川,宜宾,5,0,0,0,2020/01/30
四川,宜宾,7,0,0,0,2020/01/31
四川,宜宾,7,0,0,0,2020/02/01
四川,宜宾,7,0,0,0,2020/02/02
四川,宜宾,7,0,0,0,2020/02/03
四川,宜宾,7,0,0,0,2020/02/04
四川,宜宾,7,0,0,0,2020/02/05
四川,宜宾,8,0,0,0,2020/02/06
四川,凉山,1,0,0,0,2020/01/27
四川,凉山,2,0,0,0,2020/01/28
四川,凉山,2,0,0,0,2020/01/29
四川,凉山,2,0,0,0,2020/01/30
四川,凉山,3,0,0,0,2020/01/31
四川,凉山,5,0,0,0,2020/02/01
四川,凉山,5,0,0,0,2020/02/02
四川,凉山,6,0,0,0,2020/02/03
四川,凉山,6,0,0,0,2020/02/04
四川,凉山,7,0,0,0,2020/02/05
四川,凉山,7,0,0,0,2020/02/06
四川,广元,1,0,0,0,2020/01/29
四川,广元,3,0,0,0,2020/01/30
四川,广元,2,0,0,0,2020/01/31
四川,广元,2,0,0,0,2020/02/01
四川,广元,5,0,0,0,2020/02/02
四川,广元,5,0,0,0,2020/02/03
四川,广元,6,0,0,0,2020/02/04
四川,广元,6,0,0,0,2020/02/05
四川,广元,6,0,0,0,2020/02/06
四川,雅安,1,0,0,0,2020/01/26
四川,雅安,1,0,0,0,2020/01/27
四川,雅安,2,0,0,0,2020/01/28
四川,雅安,2,0,0,0,2020/01/29
四川,雅安,2,0,0,0,2020/01/30
四川,雅安,3,0,0,0,2020/01/31
四川,雅安,5,0,0,0,2020/02/01
四川,雅安,5,0,0,0,2020/02/02
四川,雅安,5,0,0,0,2020/02/03
四川,雅安,5,0,0,0,2020/02/04
四川,雅安,6,0,0,0,2020/02/05
四川,雅安,6,0,0,0,2020/02/06
四川,眉山,1,0,0,0,2020/01/26
四川,眉山,1,0,0,0,2020/01/27
四川,眉山,1,0,0,0,2020/01/28
四川,眉山,1,0,0,0,2020/01/29
四川,眉山,2,0,0,0,2020/01/30
四川,眉山,2,0,0,0,2020/01/31
四川,眉山,2,0,0,0,2020/02/01
四川,眉山,2,0,0,0,2020/02/02
四川,眉山,3,0,0,0,2020/02/03
四川,眉山,5,0,0,0,2020/02/04
四川,眉山,5,0,0,1,2020/02/05
四川,眉山,5,0,0,1,2020/02/06
四川,遂宁,2,0,0,0,2020/01/26
四川,遂宁,2,0,0,0,2020/01/27
四川,遂宁,3,0,0,0,2020/01/28
四川,遂宁,3,0,0,0,2020/01/29
四川,遂宁,4,0,0,0,2020/01/30
四川,遂宁,5,0,0,0,2020/01/31
四川,遂宁,5,0,0,0,2020/02/01
四川,遂宁,5,0,0,0,2020/02/02
四川,遂宁,5,0,0,1,2020/02/03
四川,遂宁,5,0,0,1,2020/02/04
四川,遂宁,5,0,0,1,2020/02/05
四川,遂宁,5,0,0,2,2020/02/06
四川,乐山,1,0,0,0,2020/01/26
四川,乐山,1,0,0,0,2020/01/27
四川,乐山,2,0,0,0,2020/01/28
四川,乐山,2,0,0,0,2020/01/29
四川,乐山,2,0,0,0,2020/01/30
四川,乐山,2,0,0,0,2020/01/31
四川,乐山,2,0,0,0,2020/02/01
四川,乐山,2,0,0,0,2020/02/02
四川,乐山,2,0,0,0,2020/02/03
四川,乐山,2,0,0,0,2020/02/04
四川,乐山,2,0,0,0,2020/02/05
四川,乐山,2,0,0,0,2020/02/06
四川,资阳,2,0,0,0,2020/01/27
四川,资阳,2,0,0,0,2020/01/28
四川,资阳,2,0,0,0,2020/01/29
四川,资阳,2,0,0,0,2020/01/30
四川,资阳,2,0,0,0,2020/01/31
四川,资阳,2,0,0,0,2020/02/01
四川,资阳,2,0,0,0,2020/02/02
四川,资阳,2,0,0,0,2020/02/03
四川,资阳,2,0,0,0,2020/02/04
四川,资阳,2,0,0,0,2020/02/05
四川,资阳,2,0,0,0,2020/02/06
四川,阿坝,1,0,0,0,2020/01/31
四川,阿坝,1,0,0,0,2020/02/01
四川,阿坝,1,0,0,0,2020/02/02
四川,阿坝,1,0,0,0,2020/02/03
四川,阿坝,1,0,0,0,2020/02/04
四川,阿坝,1,0,0,0,2020/02/05
四川,阿坝,1,0,0,0,2020/02/06
北京,全市,5,0,0,0,2020/01/20
北京,全市,10,0,0,0,2020/01/21
北京,全市,14,0,0,0,2020/01/22
北京,全市,26,0,0,0,2020/01/23
北京,全市,36,0,0,0,2020/01/24
北京,全市,51,0,0,0,2020/01/25
北京,全市,67,0,0,2,2020/01/26
北京,全市,80,0,1,2,2020/01/27
